CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President
4530233,8885,2,192,0,148,3,0,1,8,3
4530234,8886,1,103,0,77,3,1,1,3,8
4530235,8887,0,185,0,158,1,0,0,6,10
4530236,8888,0,163,0,124,1,2,1,2,4
4530237,8889,1,128,0,92,4,1,1,4,8
4530238,8890,0,151,0,141,1,1,0,4,5
4530240,8891,0,34,0,62,1,1,0,4,3
4530241,8892,0,27,0,60,0,1,1,3,3
4530242,8893,0,49,1,74,0,3,0,2,6
4530243,8894,0,83,0,116,2,3,0,1,4
4530244,8895,1,27,0,23,0,0,0,2,0
4530245,8896,0,45,0,64,0,1,1,0,1
4530246,8897,0,64,0,65,5,1,2,8,2
4530247,8898,0,22,1,33,1,0,0,1,1
4530250,8899,0,34,0,60,0,1,0,0,0
4530251,8900,0,31,0,67,0,1,0,1,1
4530252,8901,0,7,0,40,0,0,0,0,0
4530253,8902,0,24,0,75,1,1,0,1,0
4530254,8903,0,78,0,135,0,4,0,4,6
4530255,8904,0,45,0,96,0,2,0,2,2
4530256,8905,0,80,0,126,1,0,0,3,8
4530260,8906,0,71,0,98,2,2,1,4,2
4530261,8907,0,55,0,88,1,3,0,5,3
4530262,8908,0,88,0,111,0,1,0,8,4
4530263,8909,0,55,1,95,1,0,0,0,6
4530264,8910,0,92,0,121,3,2,2,9,5
4530265,8911,0,44,0,49,4,2,0,4,1
4530266,8912,0,90,0,100,2,1,0,2,6
4530267,8913,0,174,0,166,1,2,0,8,9
4530268,8914,0,121,0,124,1,1,1,0,1
4530270,8915,0,154,1,210,3,5,0,8,8
4530271,8916,0,158,0,172,2,4,0,11,6
4530272,8917,1,222,1,376,8,4,0,15,3
4530273,8918,1,135,0,251,3,3,0,21,6
4530274,8919,0,148,1,237,0,3,1,14,5
4530275,8920,0,85,1,135,3,0,0,4,6
4530280,8921,0,167,0,607,2,2,0,13,7
4530281,8922,0,160,0,611,2,3,0,18,6
4530282,8923,1,115,1,406,0,3,0,8,4
4530290,8924,0,235,1,285,4,1,0,10,8
4530291,8925,0,48,0,60,0,2,0,1,0
4530292,8926,0,130,0,221,5,0,1,10,7
4530293,8927,0,202,1,365,1,6,0,11,3
4530294,8928,0,97,0,231,1,1,0,5,6
4530300,8929,0,67,0,59,1,2,0,1,5
4530301,8930,0,75,0,67,2,1,2,1,2
4530302,8931,0,114,0,65,1,1,0,4,3
4530303,8932,0,6,0,6,0,1,0,0,1
4530304,8933,0,74,0,68,1,2,1,3,3
4530305,8934,0,38,0,40,0,2,0,2,0
4530306,8935,0,80,1,50,2,3,0,4,3
4530307,8936,0,82,0,60,1,1,0,0,1
4530310,8937,0,29,0,20,0,2,0,2,2
4530311,8938,0,43,0,23,0,1,0,1,6
4530312,8939,1,27,1,17,2,3,1,2,0
4530313,8940,0,37,0,23,0,0,0,4,0
4530314,8941,0,26,0,19,1,2,0,1,2
4530315,8942,1,29,0,10,0,0,0,2,1
4530320,8943,0,196,0,194,3,3,1,14,8
4530321,8944,0,82,0,101,1,2,1,4,2
4530322,8945,0,159,0,148,1,5,0,10,12
4530323,8946,0,150,0,156,1,2,0,5,7
4530324,8947,0,92,0,161,1,0,1,3,5
4530325,8948,0,57,0,31,0,0,0,3,5
4530326,8949,0,173,2,225,3,1,0,13,7
4530327,8950,0,154,0,167,2,2,1,5,8
4530330,8951,0,77,0,127,2,2,0,1,8
4530331,8952,0,47,0,53,1,0,1,1,2
4530332,8953,0,35,0,60,1,0,0,4,5
4530333,8954,0,38,1,75,0,1,0,1,3
4530334,8955,0,66,0,131,0,0,1,2,5
4530335,8956,1,112,0,191,3,2,1,6,8
4530336,8957,0,80,0,179,4,3,0,4,8
4530337,8958,0,76,0,174,2,2,0,2,6
4530340,8959,1,102,0,160,1,1,3,6,6
4530341,8960,0,47,0,101,1,1,0,4,4
4530342,8961,0,47,2,94,4,0,0,1,4
4530343,8962,0,99,0,122,2,1,0,6,4
4530343,8963,0,2,0,2,0,0,0,0,0
4530344,8964,1,85,0,100,2,2,0,1,6
4530345,8965,0,88,0,128,1,2,0,8,3
4530346,8966,0,148,0,179,2,2,0,9,11
4530347,8967,0,122,0,150,1,0,2,7,3
4530348,8968,1,90,0,94,0,2,0,6,3
4530348,8969,0,13,0,18,0,0,0,0,0
4530349,8970,0,135,0,211,2,2,0,14,8
4530350,8971,0,95,0,130,0,1,0,3,5
4530351,8972,1,83,0,159,1,2,1,9,5
4530352,8973,0,74,0,170,1,3,0,7,2
4530353,8974,0,251,0,314,0,1,1,6,6
4530354,8975,0,175,0,163,2,2,0,4,9
4530355,8976,0,21,0,25,2,0,0,2,1
4530356,8977,0,69,0,114,2,1,0,3,3
4530357,8978,0,73,0,129,0,0,1,2,5
4530358,8979,0,120,0,149,0,0,0,5,8
4530360,8980,0,114,1,222,1,5,0,9,5
4530361,8981,0,41,0,144,3,4,0,4,4
4530362,8982,1,137,1,389,0,0,1,10,5
4530363,8983,0,111,1,205,1,2,0,7,3
4530364,8984,0,149,0,333,2,4,1,11,5
4530365,8985,0,138,0,375,4,5,2,5,6
4530366,8986,0,143,1,631,2,4,1,14,9
4530367,8987,0,134,0,326,0,4,0,14,8
4530370,8988,0,110,0,292,2,3,0,5,4
4530371,8989,0,106,0,264,1,3,0,9,15
4530372,8990,0,24,0,55,0,0,0,1,0
4530372,8991,0,2,0,6,0,0,0,0,0
4530373,8992,0,148,0,272,2,2,0,8,10
4530374,8993,0,131,0,350,0,2,3,10,6
4530375,8994,0,249,0,509,3,3,1,20,10
4530376,8995,0,289,0,525,3,5,0,21,10
4530380,8996,0,181,0,190,3,5,0,4,5
4530381,8997,0,33,0,66,0,0,0,4,7
4530381,8998,0,0,0,0,0,0,0,0,0
4530381,8999,0,0,0,4,0,0,0,0,0
4530381,9000,0,1,0,1,0,0,0,0,0
4530382,9001,0,67,1,130,0,1,0,3,6
4530383,9002,0,153,0,207,1,3,0,10,11
4530384,9003,0,156,1,180,5,4,2,12,6
4530385,9004,1,172,0,196,4,4,1,8,8
4530385,9005,0,2,0,2,0,0,0,0,0
4530386,9006,0,109,0,146,0,3,0,3,3
4530386,9007,0,0,0,0,0,0,0,0,0
4530386,9008,0,1,0,3,0,0,0,0,0
4530387,9009,0,51,0,98,1,1,1,1,2
4530390,9010,0,160,0,326,4,0,0,11,13
4530391,9011,0,125,1,221,2,1,1,8,7
4530392,9012,0,130,0,285,0,2,4,6,8
4530393,9013,1,115,0,366,1,1,0,6,5
4530394,9014,0,127,0,386,1,4,1,11,11
4530395,9015,0,58,0,364,1,0,0,7,6
4530396,9016,0,99,0,340,1,3,2,13,10
4530400,9017,0,66,0,57,1,1,0,5,5
4530401,9018,0,32,0,24,1,2,0,0,1
4530402,9019,0,43,0,36,1,2,0,3,2
4530403,9020,0,19,0,28,0,1,1,0,1
4530404,9021,0,3,0,2,0,0,0,0,0
4530405,9022,0,39,0,36,1,1,1,3,5
4530410,9023,0,54,0,25,1,3,0,0,5
4530411,9024,0,54,0,43,0,2,0,1,3
4530412,9025,0,31,0,26,0,0,0,1,4
4530413,9026,0,30,0,24,0,0,0,0,1
4530414,9027,0,50,0,67,2,1,0,3,4
4530415,9028,0,32,0,28,1,1,0,1,1
4530416,9029,0,44,0,39,0,4,0,2,3
4530417,9030,0,28,0,21,0,1,0,1,2
4530418,9031,2,25,0,32,1,1,0,2,0
4530420,9032,1,31,0,39,0,1,0,2,4
4530421,9033,0,37,0,32,1,1,0,3,1
4530422,9034,0,5,0,12,1,0,1,0,1
4530423,9035,0,17,0,26,0,0,0,2,2
4530424,9036,0,24,0,44,0,0,1,2,4
4530425,9037,0,31,0,42,1,1,0,1,1
4530426,9038,0,17,0,21,0,1,0,1,3
4530427,9039,0,20,0,21,1,1,0,0,2
4530430,9040,0,45,0,49,1,1,0,0,2
4530431,9041,0,28,0,41,1,0,0,2,2
4530432,9042,0,2,1,22,0,0,0,1,1
4530433,9043,0,8,0,34,0,0,0,1,2
4530434,9044,1,17,0,38,0,1,0,1,2
4530435,9045,0,26,0,53,0,1,0,0,4
4530436,9046,0,38,0,57,0,1,0,2,2
4530437,9047,0,51,1,82,1,3,0,4,3
4530438,9048,1,23,0,50,0,0,0,1,6
4530439,9049,0,17,0,31,0,0,1,1,0
4530445,9050,0,44,0,94,0,1,1,3,5
4530446,9051,0,51,0,109,3,3,0,0,7
4530447,9052,0,15,0,30,0,0,0,2,1
4530448,9053,0,26,2,66,0,0,0,1,2
4530449,9054,0,58,0,118,1,1,0,4,4
4530450,9055,0,63,0,144,2,2,1,8,14
4530451,9056,0,20,0,49,1,0,0,0,1
4530452,9057,0,40,0,97,2,3,2,1,4
4530453,9058,0,30,0,56,0,0,0,3,4
4530454,9059,1,17,0,32,1,0,0,1,2
4530455,9060,0,60,0,128,1,3,0,3,7
4530456,9061,0,25,0,64,1,0,0,2,4
4530460,9062,0,14,0,32,0,1,0,0,1
4530461,9063,0,20,0,48,0,1,0,3,0
4530462,9064,0,16,0,68,0,1,0,1,5
4530463,9065,1,12,1,21,0,1,0,1,0
4530464,9066,0,43,0,82,0,3,0,6,3
4530465,9067,0,22,0,38,0,1,0,1,3
4530466,9068,0,20,0,68,2,2,1,1,3
4530467,9069,0,16,0,56,0,0,0,1,3
4530470,9070,0,19,0,74,0,0,0,2,2
4530471,9071,0,38,0,92,2,1,0,5,2
4530472,9072,0,108,0,237,2,2,0,5,9
4530473,9073,0,26,0,75,2,1,0,0,3
4530474,9074,0,44,0,72,0,1,0,1,1
4530475,9075,0,17,0,46,0,3,0,1,0
4530480,9076,0,8,0,12,0,0,0,0,1
4530481,9077,0,27,0,121,2,0,0,3,2
4530482,9078,0,7,0,14,0,0,0,2,2
4530483,9079,0,15,0,116,1,0,1,2,2
4530490,9080,0,42,0,193,1,0,0,3,3
4530491,9081,0,32,0,73,1,2,0,2,1
4530491,9082,0,0,0,0,0,0,0,0,0
4550001,9083,1,19,0,169,1,1,1,0,1
4550002,9084,0,17,1,227,4,1,0,2,4
4550003,9085,0,16,0,128,2,0,0,2,4
4550004,9086,0,10,0,90,0,0,0,3,1
4550005,9087,0,5,0,56,0,0,0,0,1
4550006,9088,0,8,0,82,0,0,0,0,1
4550007,9089,0,9,0,86,0,0,0,0,1
4550008,9090,0,6,0,116,0,0,0,1,0
4550009,9091,0,17,0,191,0,0,0,1,2
4550010,9092,0,4,0,75,0,0,0,0,0
4550011,9093,1,60,0,435,6,1,0,10,11
4550012,9094,0,2,0,41,0,0,1,1,0
4550014,9095,1,17,0,150,2,3,1,2,2
4550015,9096,0,1,0,29,0,0,0,0,0
4550016,9097,0,9,0,142,0,0,0,0,1
4550017,9098,0,11,0,115,0,0,0,0,2
4550018,9099,0,2,0,20,0,0,0,0,0
4550019,9100,0,37,0,364,2,1,0,2,9
4550020,9101,0,2,0,27,0,0,0,0,0
4550021,9102,1,8,0,122,0,0,0,0,1
4570001,9103,0,18,0,129,0,1,1,0,1
4570002,9104,0,19,0,226,1,0,0,6,8
4570003,9105,0,32,0,290,1,4,0,7,7
4570004,9106,0,27,1,335,0,0,0,3,5
4570005,9107,0,3,0,39,0,0,0,0,0
4570006,9108,0,13,0,128,0,0,0,1,4
4570007,9109,0,18,0,228,1,0,1,1,6
4570008,9110,0,5,1,84,1,1,0,1,2
4570009,9111,0,9,0,134,0,0,0,1,1
4570010,9112,0,28,1,411,0,1,2,4,4
4570011,9113,0,1,0,34,0,0,0,0,0
4570013,9114,0,20,0,168,0,0,0,1,3
4570014,9115,0,38,1,410,1,0,1,4,4
4570015,9116,0,15,0,198,0,0,0,0,6
4570016,9117,0,16,0,132,2,0,1,1,3
4570017,9118,0,30,1,171,2,0,0,3,6
4570018,9119,0,47,1,274,0,1,0,3,4
4590001,9120,0,51,0,434,2,4,1,7,7
4590002,9121,0,41,0,620,0,2,0,7,13
4590003,9122,0,31,0,354,0,0,0,3,8
4590004,9123,0,26,0,233,1,1,3,6,3
4590005,9124,0,13,0,120,0,0,0,4,6
4590006,9125,0,34,0,312,1,0,0,5,8
4590007,9126,0,38,1,520,1,4,0,9,8
4590008,9127,0,34,0,213,0,0,0,2,1
4590009,9128,0,36,0,425,0,4,0,8,6
4590010,9129,0,38,0,683,0,2,0,10,10
4590011,9130,0,18,0,143,0,1,0,6,6
4590012,9131,0,20,0,206,0,1,0,3,3
4590013,9132,0,19,1,165,0,2,1,2,8
4590014,9133,1,21,0,177,0,0,0,2,2
4590015,9134,0,38,0,538,0,2,1,5,5
4590015,9135,0,0,0,0,0,0,0,0,0
4590016,9136,0,40,0,290,3,1,2,3,6
4590017,9137,0,64,0,390,2,1,1,9,15
4590018,9138,0,12,0,94,0,1,0,1,6
4590020,9139,0,5,0,43,0,0,1,0,2
4610001,9140,0,15,1,154,0,0,0,1,3
4610002,9141,0,7,0,42,0,0,0,0,0
4610003,9142,0,1,1,86,1,0,1,1,2
4610004,9143,0,10,0,132,1,0,1,2,5
4610005,9144,0,2,0,27,0,0,0,2,1
4610006,9145,0,6,1,62,1,0,0,0,1
4630001,9146,1,26,0,158,2,1,0,5,13
4630002,9147,2,32,0,262,0,0,0,5,17
4630003,9148,0,21,0,236,2,1,0,1,4
4630004,9149,0,26,0,210,1,2,0,2,5
4630005,9150,0,71,1,466,3,2,3,9,13
4630006,9151,0,19,0,93,0,0,0,0,2
4630007,9152,0,20,0,239,0,1,0,4,9
4630008,9153,0,56,0,268,0,1,0,4,17
4630009,9154,1,21,1,83,2,0,1,1,7
4630010,9155,1,31,2,99,2,0,0,2,7
4630011,9156,0,21,0,134,0,1,0,2,1
4630012,9157,0,96,0,532,1,3,0,8,33
4630013,9158,3,63,0,318,7,2,0,4,29
4630014,9159,0,9,0,49,0,0,0,1,1
4650010,9160,0,21,0,172,1,1,0,1,6
4650011,9161,1,2,0,80,0,0,0,1,4
4650012,9162,0,0,0,15,0,0,0,0,0
4650012,9163,0,3,0,19,0,0,0,0,0
4650012,9164,0,0,0,0,0,0,0,0,0
4650012,9165,0,0,0,0,0,0,0,0,0
4650013,9166,0,13,0,71,0,0,0,0,1
4650020,9167,0,3,0,53,0,0,0,0,0
4650021,9168,0,7,0,50,0,1,0,1,1
4650022,9169,1,20,0,121,2,0,0,3,1
4650023,9170,0,6,0,75,0,0,0,1,1
4650024,9171,0,8,0,70,0,0,0,0,2
4650030,9172,0,32,1,294,0,0,0,6,7
4650031,9173,1,117,0,611,2,2,1,8,17
4650032,9174,0,3,0,90,0,0,1,2,0
4650033,9175,0,59,0,502,2,2,1,7,12
4650040,9176,1,29,1,296,1,1,1,4,2
4650041,9177,0,10,0,94,0,1,0,2,2
4650042,9178,0,1,0,6,0,0,0,0,0
4650043,9179,0,3,0,24,0,0,0,1,0
467001,9180,0,70,0,618,1,1,0,5,13
467001,9181,0,63,0,793,1,2,0,8,16
467001,9182,0,40,0,493,0,2,0,9,10
467001,9183,0,35,0,382,1,1,0,5,9
467001,9184,0,26,0,182,0,0,0,1,4
467002,9185,0,116,0,886,4,3,1,19,19
467002,9186,0,54,0,466,1,0,1,4,5
467002,9187,0,60,0,621,0,0,0,8,10
467002,9188,0,45,0,511,3,0,0,9,5
467003,9189,0,23,0,162,1,0,0,3,1
467003,9190,0,39,0,328,1,0,0,8,4
467003,9191,0,79,1,730,4,1,0,8,8
467003,9192,1,78,0,827,1,2,0,8,16
467004,9193,0,48,0,376,0,1,1,3,7
467004,9194,0,55,0,464,2,1,0,13,11
467004,9195,0,45,0,493,1,1,0,10,10
467004,9196,0,83,0,863,1,2,0,9,5
467004,9197,0,44,0,316,0,0,0,5,6
4690001,9198,0,8,0,25,0,0,0,4,4
4690002,9199,0,37,0,128,2,1,0,2,6
4690003,9200,0,66,0,166,3,0,0,3,9
4690004,9201,0,4,1,64,0,0,1,3,3
4690005,9202,0,45,2,197,2,1,0,5,4
4690006,9203,0,3,0,7,0,0,0,0,0
4690007,9204,0,23,0,115,2,0,0,2,7
4690008,9205,0,11,1,182,1,0,0,3,3
4690009,9206,0,13,0,78,0,0,0,2,3
4690010,9207,0,31,1,166,0,1,0,5,7
4690011,9208,0,12,0,104,2,0,0,0,2
4690012,9209,0,5,0,89,0,0,0,1,2
4690013,9210,0,5,0,85,2,0,0,3,2
4690014,9211,0,30,0,253,3,0,0,4,5
4690015,9212,0,9,0,33,0,0,0,3,0
4690016,9213,0,17,0,82,0,0,0,2,2
4690017,9214,0,6,0,49,0,0,0,2,3
4690018,9215,0,100,0,860,1,4,1,20,9
4690019,9216,0,64,0,335,2,1,0,7,12
4690020,9217,0,70,0,301,0,1,2,8,9
4690021,9218,1,156,0,799,3,3,3,17,30
4690022,9219,0,50,0,486,2,4,0,8,7
4690023,9220,0,51,1,383,1,1,2,9,6
4690024,9221,0,41,0,452,3,4,0,7,9
4690025,9222,3,110,1,569,4,4,0,13,21
4690026,9223,0,20,0,160,0,0,0,6,3
4690027,9224,0,39,0,506,0,0,0,6,8
4690028,9225,0,16,0,114,0,0,0,2,3
4690029,9226,2,127,0,562,5,1,0,20,21
4690030,9227,0,11,0,54,0,0,0,2,1
4690031,9228,0,15,0,141,0,0,0,4,9
4690032,9229,0,8,0,52,2,0,0,0,4
4690033,9230,0,237,0,989,5,7,1,23,51
4690034,9231,0,6,0,29,1,0,0,1,1
4690035,9232,0,0,0,11,0,0,0,0,0
4710101,9233,0,10,0,45,0,0,0,2,1
4710102,9234,5,151,1,457,3,1,2,12,31
4710103,9235,0,61,0,449,0,3,0,10,9
4710104,9236,0,86,1,553,1,3,0,10,8
4710201,9237,0,22,0,119,0,0,0,2,1
4710201,9238,0,0,0,0,0,0,0,0,0
4710203,9239,0,99,0,695,3,4,0,15,13
4710204,9240,0,37,0,162,2,0,1,5,10
4710204,9241,0,42,0,199,1,0,0,4,7
4710205,9242,0,261,2,814,3,6,2,37,33
4710206,9243,0,63,0,277,0,3,0,12,15
4710301,9244,0,36,0,176,0,1,1,5,9
4710302,9245,1,15,1,180,0,1,0,3,5
4710303,9246,0,8,0,174,1,1,0,1,0
4710304,9247,0,91,0,897,4,1,1,13,13
4710401,9248,2,30,1,162,0,1,0,11,8
4710403,9249,1,36,0,277,1,0,0,5,5
4710403,9250,0,0,0,0,0,0,0,0,0
4710404,9251,0,78,0,1069,2,3,0,26,15
4710405,9252,0,4,0,18,0,0,0,2,0
4730101,9253,0,40,0,436,0,3,2,6,23
4730102,9254,0,53,0,462,10,2,1,6,16
4730103,9255,0,12,0,52,0,0,0,0,1
4730104,9256,1,7,0,113,2,1,0,2,5
4730105,9257,1,29,0,220,0,0,0,5,6
4730106,9258,0,38,0,247,0,3,0,4,6
4730207,9259,0,59,0,645,1,3,0,7,5
4730208,9260,0,30,0,227,3,0,0,1,1
4730209,9261,0,76,0,543,3,1,0,3,13
4730210,9262,0,9,0,89,0,0,0,0,1
4730311,9263,0,1,0,9,1,0,1,0,2
4730312,9264,1,5,0,44,0,1,0,1,0
4730313,9265,1,50,0,430,0,1,0,6,16
4730314,9266,0,23,0,231,0,0,0,3,8
4730315,9267,0,3,0,37,0,1,0,0,1
4730416,9268,0,18,0,88,0,0,1,4,6
4730417,9269,0,0,0,0,0,0,0,0,0
4730418,9270,0,53,1,370,1,2,0,3,8
4730419,9271,0,14,1,133,5,2,0,3,4
4730420,9272,0,148,0,552,3,1,1,13,15
4750002,9273,1,65,0,570,3,4,0,14,26
475001,9274,0,21,0,192,1,2,0,3,10
475001,9275,0,12,0,33,0,0,0,1,3
475003,9276,2,28,0,403,1,3,3,5,20
475003,9277,0,11,1,119,0,1,1,1,7
475004,9278,1,20,0,207,0,0,1,6,13
475004,9279,0,4,0,62,0,0,0,1,2
475004,9280,0,2,0,34,1,0,0,1,2
4770101,9281,0,44,0,275,1,1,1,10,8
4770104,9282,0,32,1,161,2,1,1,2,8
4770109,9283,1,28,0,341,1,0,0,4,10
4770115,9284,0,51,0,302,0,0,0,5,10
4770117,9285,0,0,0,0,0,0,0,0,0
4770121,9286,0,8,0,13,0,1,0,2,1
4770202,9287,0,0,0,1,0,0,0,0,0
4770203,9288,0,108,1,593,0,1,1,11,13
4770205,9289,1,180,1,633,3,5,2,10,48
4770208,9290,0,84,0,511,1,1,1,9,12
4770307,9291,0,86,0,444,6,6,0,12,14
4770311,9292,0,54,0,399,1,0,0,12,12
4770312,9293,1,46,0,437,3,0,0,8,7
4770320,9294,1,115,0,645,3,3,4,19,23
4770406,9295,0,75,0,363,3,4,4,6,16
4770410,9296,0,54,0,383,0,0,0,5,10
4770413,9297,0,105,0,540,0,3,2,13,17
4770418,9298,0,22,0,112,0,0,0,4,7
4770419,9299,0,26,3,99,1,0,0,5,5
4790123,9300,0,1,0,22,0,0,0,0,0
4790124,9301,1,3,0,35,0,0,1,0,1
4790125,9302,0,0,0,26,0,0,0,0,0
4790128,9303,0,2,1,31,0,0,2,0,0
4790129,9304,0,2,0,38,0,1,0,0,1
4790130,9305,1,2,2,80,1,2,1,0,0
4790132,9306,1,4,0,85,0,0,1,1,1
4790133,9307,0,5,0,45,0,0,0,0,2
4790134,9308,1,2,0,46,0,0,0,1,0
4790135,9309,1,0,0,17,0,0,0,0,1
4790136,9310,0,0,0,16,0,0,0,0,0
4790154,9311,1,3,0,67,0,1,0,0,2
4790164,9312,1,0,0,24,1,0,0,0,0
4790169,9313,1,0,0,19,0,0,0,0,1
4790176,9314,0,2,0,49,0,2,0,0,0
4790176,9315,0,0,0,0,0,0,0,0,0
4790177,9316,0,1,1,11,0,0,0,0,0
4790218,9317,1,3,0,67,0,0,1,0,1
4790219,9318,0,1,0,49,0,0,0,0,0
4790220,9319,0,1,0,18,0,0,0,0,0
4790221,9320,1,6,0,44,0,0,0,0,3
4790226,9321,0,2,0,31,0,0,0,0,0
4790227,9322,1,1,0,17,0,0,0,0,0
4790231,9323,0,5,0,86,1,0,2,2,1
4790237,9324,0,3,0,17,0,1,0,0,0
4790238,9325,0,0,0,13,0,0,0,0,0
4790239,9326,0,4,0,61,0,1,1,1,3
4790250,9327,1,8,0,70,0,0,0,1,3
4790250,9328,0,0,0,0,0,0,0,0,0
4790250,9329,0,0,0,2,0,0,0,0,0
4790251,9330,0,0,0,12,0,0,0,0,0
4790252,9331,1,3,0,51,0,0,0,0,1
4790255,9332,0,14,0,85,1,1,0,3,1
4790266,9333,1,2,0,36,0,0,0,0,0
4790267,9334,0,2,1,48,0,0,0,1,0
4790268,9335,0,8,0,20,0,0,0,0,1
4790272,9336,0,1,0,42,0,0,0,0,2
4790273,9337,0,1,0,41,0,0,0,0,3
4790274,9338,0,11,0,86,0,0,0,4,3
4790275,9339,0,2,0,29,0,1,0,0,0
4790275,9340,0,0,0,2,0,0,0,0,0
4790278,9341,0,1,0,5,0,0,0,0,0
4790308,9342,0,4,0,35,0,0,0,0,1
4790309,9343,3,6,0,78,1,1,0,0,2
4790310,9344,0,2,0,12,0,0,0,0,0
4790311,9345,1,5,0,30,0,0,0,0,0
4790312,9346,1,0,0,26,0,0,0,0,0
4790340,9347,0,15,0,98,1,0,0,1,1
4790341,9348,0,6,1,90,0,2,1,2,1
4790342,9349,2,4,0,81,1,0,0,1,2
4790343,9350,0,7,0,101,2,0,0,2,0
4790344,9351,1,27,0,158,2,0,0,1,4
4790345,9352,1,9,0,81,0,0,1,0,2
4790349,9353,3,19,0,209,1,0,2,1,8
4790356,9354,2,18,0,233,0,2,0,8,4
4790359,9355,0,13,0,181,1,1,0,3,3
4790361,9356,1,3,0,36,0,0,0,1,0
4790363,9357,1,0,0,11,0,0,0,0,1
4790370,9358,0,6,1,118,0,1,3,3,5
4790371,9359,1,17,0,120,1,1,0,2,2
4790401,9360,0,2,0,29,0,0,0,0,0
4790402,9361,0,2,0,22,0,2,0,1,1
4790403,9362,0,0,0,21,0,0,0,0,0
4790404,9363,0,2,1,33,0,0,1,0,0
4790405,9364,0,2,0,21,1,0,2,0,1
4790406,9365,0,1,0,14,0,0,0,0,0
4790407,9366,0,1,1,15,0,0,0,0,0
4790413,9367,1,2,1,36,0,0,0,1,0
4790414,9368,1,1,0,20,0,0,0,0,0
4790415,9369,2,3,0,26,0,1,0,1,1
4790416,9370,1,0,1,16,0,0,0,0,0
4790417,9371,0,0,0,19,0,0,0,0,1
4790422,9372,0,2,0,25,0,0,0,0,0
4790446,9373,0,5,0,98,1,2,0,0,2
4790447,9374,1,9,0,130,0,2,2,1,3
4790448,9375,0,2,0,17,0,0,0,0,0
4790453,9376,0,0,0,12,1,0,0,0,0
4790457,9377,0,1,0,4,0,0,0,0,0
4790458,9378,0,3,0,143,1,0,0,1,4
4790460,9379,0,0,0,12,0,0,0,0,1
4790462,9380,0,0,0,10,0,0,0,0,0
4790465,9381,1,0,0,15,1,0,1,1,0
4810101,9382,0,45,0,241,0,0,0,6,8
4810102,9383,1,89,0,691,3,4,0,15,17
4810103,9384,0,42,0,460,0,0,0,6,10
4810201,9385,0,85,0,681,2,2,1,22,11
4810202,9386,0,6,0,69,0,0,0,1,0
4810203,9387,0,42,0,291,0,0,2,1,10
4810301,9388,0,95,2,753,0,5,0,15,11
4810302,9389,0,75,1,477,3,1,0,12,15
4810303,9390,1,40,0,759,2,0,1,9,11
4810401,9391,0,36,0,291,1,0,1,3,8
4810402,9392,0,16,0,286,1,0,1,4,6
4810403,9393,0,16,0,94,0,0,1,5,4
4830101,9394,0,20,0,361,0,0,0,4,1
4830201,9395,1,15,0,265,4,0,0,3,5
4830301,9396,0,30,0,360,1,3,1,6,19
4830401,9397,1,31,0,375,3,2,1,8,23
4850101,9398,0,8,0,51,0,0,0,0,1
4850102,9399,0,48,0,118,0,0,0,3,4
4850103,9400,2,97,2,522,0,0,0,7,8
4850104,9401,3,127,1,445,2,0,0,10,4
4850105,9402,0,21,1,162,0,0,0,3,4
4850106,9403,0,0,0,4,0,0,0,0,0
4850107,9404,0,100,0,464,2,4,1,10,13
4850108,9405,1,93,0,505,2,0,4,8,3
4850109,9406,0,15,0,43,0,0,0,0,1
4850201,9407,1,50,0,180,0,0,0,5,1
4850202,9408,2,23,0,181,0,1,0,5,1
4850203,9409,0,17,0,91,1,0,0,0,1
4850204,9410,0,10,0,85,0,0,0,4,1
4850205,9411,1,100,0,536,1,0,1,6,9
4850206,9412,0,35,0,382,0,1,0,5,7
4850207,9413,0,1,0,8,0,0,0,0,0
4850208,9414,0,6,0,44,0,0,0,0,0
4850209,9415,0,1,0,1,0,0,0,0,0
4850210,9416,0,3,0,13,0,0,0,0,0
4850211,9417,0,0,0,2,0,0,0,0,0
4850301,9418,0,8,1,56,1,0,0,0,1
4850302,9419,0,34,2,199,1,3,0,1,3
4850303,9420,1,7,0,59,1,0,0,0,0
4850304,9421,1,11,2,65,0,0,0,2,0
4850305,9422,0,0,0,3,0,0,0,0,0
4850306,9423,0,7,0,24,0,0,0,0,1
4850307,9424,0,5,0,18,1,0,0,0,4
4850308,9425,0,61,0,591,5,1,0,6,4
4850309,9426,0,36,0,238,0,0,0,6,3
4850310,9427,0,8,0,34,1,2,0,2,0
4850401,9428,0,66,1,314,4,0,0,7,6
4850402,9429,0,20,0,81,1,0,1,2,1
4850403,9430,3,55,1,291,0,2,0,6,3
4850404,9431,2,116,3,409,0,0,1,6,3
4850405,9432,1,67,0,270,2,1,1,4,4
4850406,9433,3,73,0,346,1,0,1,6,6
4850407,9434,0,17,0,135,0,0,0,0,1
4850408,9435,0,15,1,139,0,0,0,1,2
4850409,9436,0,13,0,108,1,0,0,4,1
4850410,9437,0,14,0,36,1,0,0,1,0
4870001,9438,0,63,0,489,2,3,0,9,35
4870001,9439,0,3,0,25,0,0,0,0,0
4870019,9440,0,51,0,314,1,0,0,1,13
